sentence,label
"सॉमरसेट, १० आदमियों के साथ बल्लेबाजी करते हुए, सलामी बल्लेबाज सनथ जयसूर्या को ३ गेंदों के बाद ० पर खो दिया, और १८२ रन पर ऑल आउट हो गए।",O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O
यह श्रीलंका में पाया जाता है।,O B-LOC O O O O
उन्होंने बेडफोर्ड ब्लूज़ के लिए रग्बी भी खेला।,O B-GRP I-GRP O O O O O
इसे अंततः १९९७ के महासागर मशीन: बायोमेक के रूप में उनके अपने नाम के तहत जारी किया गया था।,O O O O B-CW I-CW I-CW O O O O O O O O O O O O
इस कार्यक्रम के लिए डायनासोर का संघर्ष के लिए बनाए गए डायनासोर मॉडल का पुन: उपयोग किया गया।,O O O O B-CW I-CW I-CW O O O O O O O O O O O
इसे एक साधारण रबर बैंड के साथ देखा जा सकता है।,O O O B-PROD I-PROD O O O O O O
गुरुद्वारे में २०० साल पुराना हाथ लिखा हुआ गुरु ग्रन्थ साहिब भी है।,O O O O O O O O B-CW I-CW I-CW O O
"आलू का सलाद (आमतौर पर मांस शोरबा, सिरका, तेल, नमक, काली मिर्च और सरसों के काढ़ा के साथ मिलाया जाता है, लेकिन मेयोनेज़ के बिना)",B-PROD I-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O
पटोलिचेव उन दो लोगों में से एक हैं जिन्हें ११ लेनिन का आदेश अलंकरण प्राप्त हुए हैं।,O O O O O O O O O O B-GRP I-GRP I-GRP O O O O
जीसीसी सदस्य राज्य क़तर नो फ्लाई ज़ोन को लागू करने के गठबंधन के प्रयासों में शामिल हो रहा है।,O O O B-LOC O O O O O O O O O O O O O O O
"इसे १९४९ में एक मौसम-मो (ईएमडी) प्रदर्शक लोकोमोटिव के रूप में बनाया गया था, जिसकी संख्या ७००१ है।",O O O O B-CORP O O O O O O O O O O O O O
कंट्री रोड भूतल से एक खुदरा स्टोर संचालित करते हैं जबकि छोटे किरायेदार ऊपरी मंजिलों पर कब्जा करते हैं।,B-CORP I-CORP O O O O O O O O O O O O O O O O O
उन्हें १९९० में कॉलेज फ़ुटबॉल हॉल ऑफ़ फ़ेम में प्रतिष्ठापित किया गया था।,O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
पत्थर सीमा को लेक से चिह्नित करता है।,O O O B-LOC O O O O
"बीमा कंपनियों को अधिनियम से बाहर रखा गया था, हालांकि व्यक्तिगत सदस्यों के खिलाफ कार्रवाई को बाहर करने के लिए बीमा अनुबंधों के लिए यह मानक अभ्यास था।",B-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O O
संबंध संबंध (याद रखने का मामला नहीं) (एनबीसी),B-CW I-CW O O O O O O
वे २७ वर्ष की आयु में ग्रीनविच विश्वविद्यालय में रसायन विज्ञान विभाग के प्रमुख बने।,O O O O O O B-GRP I-GRP O O O O O O O
फिल्म दो महीने बाद केबल के डिज़्नी चैनल के प्राइमटाइम लाइनअप पर प्रसारित हुई।,O O O O O O B-CORP I-CORP O O O O O O
"पॉल फ्रैंकलिन स्टील गिटार (ट्रैक १ , २ )",B-PER I-PER O O O O O O O
केविन हार्विक डिफेंडिंग रेस विनर है।,B-PER I-PER O O O O
"एंडरसन ने फिल्म को श्रृंखला के पहले गेम की तरह पूर्व कड़ी के रूप में देखा, और इस तरह इसमें गेम के किसी भी पात्र को नहीं रखा, एक तथ्य जिसकी प्रशंसकों द्वारा आलोचना की गई थी .",O O O O O O O O O O B-CW I-CW O O O O O O O O O O O O O O O O O O O O O O O O O O
लुईस और क्लार्क अभियान १८०४ से १८०६ तक हुआ।,B-GRP I-GRP I-GRP I-GRP O O O O O
"लाइव वीडियो और इलेक्ट्रॉनिक्स के लिए अशांति, स्टीम पर प्रदर्शन किया गया",O O O O O O O B-CORP O O O O
उनके पिता एक निर्माण सामग्री फैक्ट्री के मालिक थे।,O O O B-PROD I-PROD O O O O
"२०१४ के अंत में, चैनल ने १,०००,००० ग्राहकों को पार कर लिया, कुल १०० मिलियन से अधिक बार देखा गया, और इसे ट्यूबफिल्टर में चित्रित किया गया।",O O O O O O O O O O O O O O O O O O O O O O B-CORP O O O O
"कुछ हॉबी शॉप्स रेडियो नियंत्रित कार , बोट और मॉडल या रिमोट कंट्रोल प्लेन बेचते हैं।",O O O B-PROD I-PROD I-PROD O O O O O O O O O O
बेलोटो ने ब्लेस्क ब्लोम के इलेक्ट्रॉनिक तत्वों द्वारा प्रतिनिधित्व महसूस नहीं किया।,O O B-CW I-CW O O O O O O O O
वे रक्षा उद्योग संगठन के उपाध्यक्ष भी रहे हैं।,O B-CORP I-CORP I-CORP O O O O O
"उन्होंने १९३९ कप की सफलता का श्रेय प्रसिद्ध रूप से अपने भाग्यशाली छोटी पट्टियाँ को दिया, जिसे उन्होंने हर दौर में पहना था।",O O O O O O O O O O O O B-PROD I-PROD O O O O O O O O O
"स्टार वार्स का संघर्ष , २००८ की एक नाट्य फिल्म जो श्रृंखला के लिए पायलट के रूप में काम कर रही है",B-CW I-CW I-CW I-CW O O O O O O O O O O O O O O O O O O
इस जोड़ी ने वर्षों में पहली बार अपने सहयोगी गीत ठंडा का प्रदर्शन करते हुए वर्ज़ुज़ को समाप्त किया।,O O O O O O O O O O B-CW O O O O O O O O
"३० जुलाई - रॉड पेरी , अभिनेता।",O O O B-PER I-PER O O
"१९८५ से २००१ में अपनी सेवानिवृत्ति तक, वे लंदन विश्वविद्यालय में बाल चिकित्सा गैस्ट्रोएंटरोलॉजी के प्रोफेसर थे।",O O O O O O O O B-GRP I-GRP O O O O O O O
"अवांछित ईमेल , अंडा और पनीर (हवाई में परोसा जाता है)",B-PROD I-PROD O O O O O O O O O
शूटिंग खेलों में रिवॉल्वर और सेमी-ऑटोमैटिक पिस्टल का सबसे अधिक उपयोग किया जाता है।,O O O O O B-PROD I-PROD O O O O O O O
१९९२ - २००२ में उन्होंने एफसी अलगा बिश्केकी के लिए खेला।,O O O O O B-GRP I-GRP I-GRP O O O
"२०१८ में, प्रजाति चीनी जनवादी गणराज्य से पाई गई थी।",O O O B-LOC I-LOC I-LOC O O O O
"वे आटे , चीनी , नमक , आहार वसा , और तिल से बनाए जाते हैं।",O O O O O O O B-PROD I-PROD O O O O O O O
मुघनियेह ने २२:३० के तुरंत बाद पार्टी छोड़ दी और अपने मित्सुबिशी पजेरो के पास चले गए।,O O O O O O O O O O O B-PROD I-PROD O O O O
"घास समूह , एक अंतरराष्ट्रीय मानव संसाधन परामर्शदाता",B-CORP I-CORP O O O O O O
पुल को १९७७ में ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण पर सूचीबद्ध किया गया था।,O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
सीज़न समाप्त होने के बाद वह बुकियन एफसी 1995 में चले गए।,O O O O O O B-GRP I-GRP I-GRP O O O
यह एक प्रकार का पैंटोग्राफ_(परिवहन) है।,O O O O B-PROD O
हॉकिन्स ने युद्ध में एक संचालित नौसेना अधिकारी की भूमिका निभाते हुए क्रूर सागर के साथ अपनी नई स्थिति को समेकित किया।,O O O O O O O O O O O O B-CW I-CW O O O O O O O O
ब्रैडी बंच के एक एपिसोड में परिवार को पाई फेंकने से भरी एक मूक कॉमेडी बनाते हुए दिखाया गया है।,B-CW I-CW O O O O O O O O O O O O O O O O O O
"उन्हें १८२५ में क्राइस्ट कॉलेज, कैम्ब्रिज में भर्ती कराया गया था, लेकिन उन्होंने केवल दो शर्तें रखीं।",O O O B-LOC I-LOC I-LOC O O O O O O O O O O O
लीग का संचालन सर्बिया के फुटबॉल संघ द्वारा किया जाता है। २०१० ११ सीज़न के लिए इस लीग में १८ टीमें प्रतिस्पर्धा करेंगी।,O O O B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O
कुशल श्रमिकों द्वारा सीढ़ी पर या एक पवन मशीन के उपयोग द्वारा मैन्युअल परागण किया जाता है।,O O O B-PROD O O O O O O O O O O O O O
"अखरोट के अलावा, फल और बीज जिनकी उपस्थिति और पाक भूमिका समान होती है, उन्हें पाक नट माना जाता है।",B-PROD O O O O O O O O O O O O O O O O O O O
ओलों और सवारी का उपयोग मुख्य रूप से बस परिवहन में किया जाता है।,O O O O O O O O B-PROD O O O O O
"football , फुटबॉल खेल खेलने के लिए इस्तेमाल की जाने वाली कई प्रकार की गेंदों में से कोई भी",B-PROD O O O O O O O O O O O O O O O O O O
ऊफ़ा इंजन बिल्डिंग प्रोडक्शन एसोसिएशन: एनपीओ शनि (गैस टरबाइन इंजन) की सहायक कंपनी,O O O O O B-CORP I-CORP O O O O O O
"लुसियस नोनियस एस्प्रेनास , सीनेटर का बेटा",B-PER I-PER I-PER O O O O
लेइया प्लेटीग्लॉसा की खेती सजावटी पौधा के रूप में की जाती है।,O O O O B-PROD I-PROD O O O O O O
"इसके बाद लाजर एक अन्य स्टाफ संपादक डॉन रिको के तहत एक सहयोगी संपादक बन गए, कंपनी में अपने स्वतंत्र लेखन के लिए प्रति सप्ताह $ ६० और अतिरिक्त $ ४० प्रति सप्ताह कमाते थे।",O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O
सिस्टम डिजाइन अब तिखोमीरोव साइंटिफिक रिसर्च इंस्टीट्यूट ऑफ इंस्ट्रूमेंट डिजाइन (एनआईआईपी) की जिम्मेदारी थी।,O O O B-CORP I-CORP I-CORP I-CORP I-CORP I-CORP I-CORP O O O O
पेन ने अपनी स्नातक की डिग्री बेलोइट कॉलेज पर अर्जित की।,O O O O O O B-GRP I-GRP O O O
दोनों देश नाटो के पूर्ण सदस्य हैं।,O O B-GRP O O O O
सिफ़ी ने फैसला दिया कि फिल्म एक कॉमेडी सेपर और कुछ गर्म क्षणों के साथ एक साफ-सुथरी कॉमेडी थी।,B-CORP O O O O O O O O O O O O O O O O O O
"यह एक विस्तारित प्रोटॉन जनरल•2 प्लेटफॉर्म पर आधारित है, और इसे जनरल • २ हैचबैक के सैलून पूरक के रूप में बेचा गया था।",O O O B-PROD I-PROD O O O O O O O O O O O O O O O O O O O
"मौसम की अनुमति, अब लगभग दैनिक मिशन जल्द ही फ़्रान्स में पूर्व आक्रमण लक्ष्यों पर बमबारी में बदल गए।",O O O O O O O O O B-LOC O O O O O O O O O
जहां वे उपविजेता रहे वहां के मतदाताओं में वे एक असफल न्यूजीलैंड लेबर पार्टी उम्मीदवार थे।,O O O O O O O O O O O B-GRP I-GRP I-GRP O O
"सत्रह , शुएइशा १९६७, २००६ से एक विशेष मॉडल के रूप में",B-CW O B-CORP O O O O O O O O O
"फ्रिकेडेलर (मांस बॉल्स), कभी-कभी गर्म",B-PROD O O O O
"ग्राफिक डिजाइनर की हेयर स्टाइल कैसी होगी, इसकी कल्पना करने के लिए उसने pinterest का उपयोग किया।",O O O O O O O O O O O O O B-CORP O O O
उन्होंने ले फिगारो के लिए भी काम किया है।,O B-GRP I-GRP O O O O O O
चुनाव के बाद अमेरिकी देशों का संगठन (ओएएस) ने एक मेसा संवाद प्रक्रिया (मेसा डेलावेयर संवाद) की स्थापना की।,O O O B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O
कवर में एक ओटावा विद्रोही खिलाड़ी है जो,O O O B-GRP I-GRP O O O
८८ पहने हुए है।,O O O O
डुअल शॉक वेर का एक अनमॉडिफाइड पोर्ट। निन्टेंडो गेमक्यूब के लिए जारी किया गया था।,O O O O O O O B-PROD I-PROD O O O O O O
टीम बेलारूस का फुटबॉल संघ ( еларуская рацыя а футболу ) द्वारा शासित है।,O B-GRP I-GRP I-GRP I-GRP O O O O O O O O O
"१६ जुलाई - एलेक्स कोल्विल , ९२, कलाकार (जन्म १९२०)",O O O B-PER I-PER O O O O O
"बचाए गए प्रावधानों और पानी के साथ, चालक दल ३ सप्ताह बाद दो नावों में समोआ तक पहुंचने में कामयाब रहा।",O O O O O O O O O O O O O O O B-LOC O O O O O
६०० + हजार स्रोत शीर्षक (इंडेक्स लेख ),O O O O O O B-CW O
इसे १९५९ में शहरी प्रकार की बस्ती का दर्जा और १९७३ में शहर का दर्जा दिया गया था।,O O O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O
"यह ट्रोपाइओलम माजुस एल. से संबंधित है, और कभी-कभी इसके चमकीले रंग के ट्यूबलर फूलों के लिए सजावटी के रूप में खेती की जाती है।",O B-PROD I-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O
"उन्होंने फ़ैली और यूनिवर्सिटी , बोलिंग , वर्जीनिया में भाग लेने से पहले दो साल तक वहां काम किया।",O B-GRP I-GRP I-GRP O B-LOC O B-LOC O O O O O O O O O O O
वह २०१९ में राष्ट्रीय विज्ञान अकादमी के लिए चुनी गईं।,O O O B-GRP I-GRP I-GRP O O O O
"मैकआर्थर ने फेडरल ब्यूरो ऑफ इन्वेस्टिगेशन विशेष एजेंट के रूप में काम किया, और अब सेवानिवृत्त हो चुके हैं।",O O B-GRP I-GRP I-GRP I-GRP O O O O O O O O O O O O O
साइर का दावा है कि उन्हें यह विचार एक बड़े हूला हूप और एक पुराने गोलाकार लोहे के कोट रैक से आया था।,O O O O O O O O O O B-PROD I-PROD O O O O O O O O O O O
इसे २०१५ में राष्ट्रीय मूल्यांकन एवं प्रत्यायन परिषद (एनएएसी) द्वारा ग्रेड ए से मान्यता प्राप्त थी।,O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O O O O
इसे २०१२ की शुरुआत में पुनर्जीवित किया गया और उज़्बेकिस्तान सेकेंड लीग में भाग लिया।,O O O O O O O O O B-GRP I-GRP I-GRP O O O
": * यूई सांता कोलोमा , गांव में फुटबॉल क्लब",O O B-GRP I-GRP I-GRP O O O O O
यह नगाँव में स्थित है।,O B-LOC O O O
छह दिन बाद उन्होंने अपना लगातार तीसरा गोल २-१ की घरेलू जीत के ५५वें मिनट में यू.एस. गावोरानो पर किया।,O O O O O O O O O O O O O O O O B-GRP I-GRP O O
"विल्सन खुद को दीवारकला कलाकार नहीं मानते हैं, लेकिन उन्होंने अपने काम के माध्यम से भित्तिचित्र लेखकों को जाना है।",O O O B-CW O O O O O O O O O O O O O O O O
यह पहले उपग्रह के माध्यम से ट्रिनिटी ब्रॉडकास्टिंग नेटवर्क से पुनरावर्तक प्रसारण प्रोग्रामिंग था।,O O O O O O B-CORP I-CORP I-CORP O O O O O
"इसमें देश की तीसरी सबसे ऊंची चोटी पिको दा बांदीरा (२,८९१ एम) शामिल है।",O O O O O O O B-LOC I-LOC I-LOC O O O O
"सुल्तान सूद अल-क़ासेमी - अनुवादक, कला क्यूरेटर और पत्रकार",B-PER I-PER I-PER O O O O O O
यह क्लासिक मैक ओएस पर उपयोग किया जाने वाला संस्करण है।,O B-CW I-CW I-CW O O O O O O O
जॉर्ज विटेट द्वारा डिजाइन किए गए संस्थान की आधारशिला १९११ में रखी गई थी।,B-PER I-PER O O O O O O O O O O O O
"इसमें नीट रिकॉर्ड्स द्वारा प्रकाशित एल्बम के गाने, साथ ही कुछ पहले रिलीज़ न की गई सामग्री शामिल हैं।",O B-CORP I-CORP O O O O O O O O O O O O O O O O
"पहले घंटे के अंत तक,",O O O O O
२ कार ने पोर्श 919 हाइब्रिड में से एक को पार करते हुए एक स्थान प्राप्त किया।,O O O B-PROD I-PROD I-PROD O O O O O O O O O O O
एक एकीकृत स्टीलवर्क्स के रूप में उत्सर्जन विद्युत चाप भट्ठी पर उत्पादित स्टील की तुलना में अधिक है।,O O O O O O O B-PROD I-PROD I-PROD O O O O O O O O
"बदले में इसने उन्हें सेंट लुइस कला संग्रहालय को उधार दिया, जहां वे कई वर्षों से प्रदर्शन पर हैं।",O O O O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O
सभी खेल ब्यूनस आयर्स में खेले गए।,O O B-LOC I-LOC O O O
"यह कविता संख्या ४०६० थी, और उन्होंने तचिबाना नो मोरो के आवास पर एक काव्य सभा में इसकी रचना की थी।",O O O O O O O B-PER I-PER I-PER O O O O O O O O O O O
"ये संग्रह के नवीनतम गीत थे, और केवल दो ही डीजेएम रिकॉर्ड्स / इस रिकॉर्ड कंपनी के स्वामित्व में नहीं थे।",O O O O O O O O O O B-CORP I-CORP O O O O O O O O O
इंग्रिड का पहला कॉर्पोरेट काम १९९८ में इंटरनेट ग्राहकों को अद्भुत वस्तु पर प्रौद्योगिकी का उपयोग करने में मदद करना था।,O O O O O O O O O O B-CORP I-CORP O O O O O O O O O
वह बाद में सर स्टाफ में उनके फैशन और सौंदर्य लेखक के रूप में शामिल हुईं।,O O O B-CW O O O O O O O O O O O O
विला पार्क में ब्रूपब २०१७ में खोला गया।,B-LOC I-LOC O O O O O O
यह ब्रांडीवाइन प्रोडक्शंस द्वारा रिलीज होने वाली पहली फिल्म है।,O B-GRP I-GRP O O O O O O O
"अल्बर्ट कैंपियन , एक मिलनसार, मूर्ख दिखने वाला पार्टी क्रैशर",B-PER I-PER O O O O O O O O
लॉनडेल पूर्वोत्तर फिलाडेल्फिया में एक पड़ोस है।,O B-LOC I-LOC O O O O
"इसकी सफलता की कमी का श्रेय वर्व रिकॉर्ड्स को भी दिया जा सकता है, जो मामूली ध्यान देने के अलावा किसी भी चीज़ के साथ एल्बम को बढ़ावा देने या वितरित करने में विफल रहे।",O O O O O O B-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O O O O O O O
"वह दुर्घटना से बच जाता है, केवल पठेट लाओ द्वारा कब्जा कर लिया जाता है।",O O O O O O O B-GRP I-GRP O O O O O O
"अब्राहम शेक्सपियर (१९६६ - २००९), लॉटरी विजेता और स्पष्ट हत्या का शिकार",B-PER I-PER O O O O O O O O O O
"इसी तरह, किसी भी कर्मचारी, संपत्ति ( एँ ) या डोमेन की ठेका या ठीका स्थिति",O O O O O O O O O O O O B-CW I-CW I-CW O
ट्रैक ३ और ४ कार्निवल डायब्लोस . से लिए गए हैं,O O O O B-CW I-CW O O O O O
बाद में वे स्लोव्नाफ्ट रिफाइनरी में कार्यरत थे।,O O O B-CORP O O O O
इसे वास्तुकला के विषय में स्थानीय महत्व के लिए १९७७ में ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण पर सूचीबद्ध किया गया था।,O O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
"प्रति शो कुछ हंसी-मजाक वाले चुटकुले थे - केएफओ परिचित के हास्य पर निर्भर था, बहुत कुछ हनीमूनर्स की तरह।",O O O O O O O O O O O O O O O O O B-CW O O
केकाउमेनोस की रणनीतियाँ ने युद्ध के परिणाम का वर्णन किया:,B-CW I-CW I-CW O O O O O O O
जून १९६८ ऑस्ट्रेलिया असेंबली शुरू हुई,O O B-LOC O O O
१९७६ में पीबो ब्रायसन का केवल एक एल्बम कभी जारी किया गया था।,O O B-PER I-PER O O O O O O O O O
१९१० में इसने क्षेत्र से ऊन की पहली खेप ले ली और १९७८ में इसे बंद करने तक स्थानीय देहाती हितों की सेवा करना जारी रखा।,O O O O O O O O O O O O O O O O O O O B-CW O O O O O O
उनका जन्म ग्लेनविल में हुआ था।,O O B-LOC O O O
थॉर २०१२ के लड़ाई का खेल मार्वल एवेंजर्स: बैटल फॉर अर्थ में खेलने योग्य पात्र के रूप में दिखाई देता है।,O O O B-CW I-CW I-CW B-CW I-CW I-CW I-CW I-CW O O O O O O O O O O
"डैरेन अपने वॉकमेन को सुनकर और मोटरसाइकिल पर जाने का दिवास्वप्न देखकर इस सब पर ध्यान नहीं देता, जिसका उपयोग उसका मित्र शुरुआत में कर रहा था।",O O B-PROD O O O O O O O O O O O O O O O O O O O O O O O O
गाना २०१० की फिल्म डिफेंडर के क्लोजिंग क्रेडिट पर भी बजाया गया।,O O O O B-CW O O O O O O O
"उनके पिता एक अनुभवी अभिनेता से फिल्म निर्देशक सह निर्माता बने, यूसुफ हसलाम ।",O O O O O O O O O O O B-PER I-PER O
ये इमारतें ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण में सूचीबद्ध हैं।,O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O
"स्वोर्डफ़िश स्टूडियो , एक वीडियो गेम डेवलपर",B-CORP I-CORP O O O O O
ब्रॉडबैक नदी के मुहाने के दक्षिण पूर्व में;,B-LOC I-LOC O O O O O O
"२००८ के अंत में, रैलियार्ट संस्करण उपलब्ध हो गया।",O O O O B-CORP O O O O
उन्होंने तीन दिन बाद एबरडीन एफ.सी. पर लीग में पदार्पण किया और ३ - ० की जीत में स्कोर किया।,O O O O B-GRP I-GRP O O O O O O O O O O O O O O
बाद में न्यूज डेली न्यूज में इसका खुलासा किया गया था कि उसी दिन वह इतनी कम उम्र में सेवानिवृत्त हुए ताकि मस्तिष्क क्षति जैसी आजीवन चोटों से बचा जा सके।,O O B-GRP I-GRP I-GRP O O O O O O O O O O O O O O O O O O O O O O O O O O
"इस तूफान ने मार्था वाइनयार्ड पर एक प्रवेश द्वार को फिर से खोल दिया, जिसे पहली बार १८५६ में एक तूफान ने खोला था।",O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O
"फिएट लिनिया , २००७ में रिलीज़ हुई छोटी पारिवारिक कार",B-PROD I-PROD O O O O O O O O
"स्टेनली कलम्स, बैरन कलम्सो , संस्थापक के बेटे, १९४८ में व्यवसाय में शामिल हुए और प्रेस में कंपनी के उत्पादों का विज्ञापन करना शुरू किया।",B-PER I-PER I-PER I-PER O O O O O O O O O O O O O O O O O O O O O
"कांच का महल (इसी तरह के गेमप्ले के साथ एक आर्केड गेम, जिसे फ्रांज लैंजिंगर द्वारा भी विकसित किया गया है)",B-CW I-CW I-CW O O O O O O O O O O O O O O O O O O
इनका उपयोग स्टफिंग के लिए या पाटे में भी किया जाता है।,O O O O O O B-PROD O O O O O
बाढ़ के कारण गंभीर व्यवधान शीयरनेस में भी हुआ।,O O O O O B-LOC O O O
लघु फिल्म को पूरी तरह से आईफोन 12 प्रो का उपयोग करके शूट किया गया था।,O O O O O O B-PROD I-PROD I-PROD O O O O O O O
इसका वर्णन १८५४ में हेनरिक बेनो मोश्लेर द्वारा किया गया था।,O O O O B-PER I-PER I-PER O O O O
"ब्रिटिश रेल क्लास 50 लोकोमोटिव मार्ग की स्टॉप स्टार्ट प्रकृति के अनुकूल नहीं थे, और अक्सर टूट जाते थे।",B-PROD I-PROD I-PROD I-PROD O O O O O O O O O O O O O O O
डिज़ाइन ने लॉयड्स रजिस्टर के अनुसार मानक वाणिज्यिक जहाज निर्माण प्रथाओं का उपयोग किया।,O O B-CORP I-CORP O O O O O O O O O O
अपनी कार की खिड़कियां बंद करने के लिए बाहर निकलते समय एक महिला की मौत हो गई और एक सिक्स स्टोरी अंतर्राष्ट्रीय हार्वेस्टर गोदाम में भीषण आग लग गई।,O O O O O O O O O O O O O O O O O O O O O B-CORP I-CORP O O O O O O
मोट्ज़ का जन्म क्राइस्टचर्च में हुआ था।,O O O B-LOC O O O
टी आरा पार्क जियों के साथ कास्ट मेंबर (एपिसोड १६ - १९),B-GRP I-GRP B-PER I-PER O O O O O O O O
"१९५० के दशक की शुरुआत में, बॉल कॉर्पोरेशन ने एयरोस्पेस क्षेत्र में प्रवेश किया, और बाद में प्लास्टिक और धातु खाद्य और पेय कंटेनरों का एक वैश्विक निर्माता बन गया।",O O O O O O B-CORP I-CORP O O O O O O O O O O O O O O O O O O O O O O
"तहखाने में स्थित महान रसोईघर १७८३ में शुरू किए गए जीर्णोद्धार का एक और हिस्सा था, शायद स्थिति के निर्देशन में भी।",O O O O O O O O O O O O O O O O O B-PER O O O O
बैले . में उपयोग की जाने वाली नृत्य पोशाक,B-CW O O O O O O O O
"पियरे द फर्मा एक अत्यधिक प्रभावशाली गणितज्ञ थे, जिनका प्राथमिक व्यवसाय कानून था।",B-PER I-PER I-PER O O O O O O O O O O
उन्हें बोर्ड पत्रिका के कवर पेज पर भी दिखाया गया था।,O B-CW O O O O O O O O O
"उन्होंने १९७० के दशक तक मिस्टर क्लीन विज्ञापनों का निर्माण, निर्देशन और लेखन किया।",O O O O O B-PROD I-PROD O O O O O O O
"जेरेमी मेफील्ड ने सीजन ७० के पहिए के पीछे से शुरू किया था, लेकिन दो हफ्ते पहले टीम से निकाल दिया गया था।",B-PER I-PER O O O O O O O O O O O O O O O O O O O O O
"इसके अलावा , राजा को मेहमानों की सेवा में कमी के लिए जल्दबाजी में दर्जनों अतिरिक्त एक प्रकार का कपड़ा खरीदने के लिए मजबूर होना पड़ा।",O O O O O O O O O O O O O O O O B-PROD I-PROD I-PROD I-PROD O O O O O O
उनका जन्म और मृत्यु बुडापेस्ट में हुई थी।,O O O O B-LOC O O O
वह बैंड के बहुत बड़े प्रशंसक हैं विपरीत ।,O O O O O O O B-GRP O
इमारत से पाम जुमेराह दिखाई देता है।,O O B-LOC I-LOC O O O
वह चेक गणराज्य की टीम का हिस्सा थे।,O B-GRP I-GRP I-GRP I-GRP O O O
उस एल्बम को केवल ऊपर के सभी शीर्षक के साथ रिलीज़ किया गया था।,O O O O B-CW I-CW I-CW O O O O O O O
"बोस्नियाई लीग में वर्ष का प्रबंधक: अमर ओसिमो , एफ.के. ज़ेलजेज़्निसार साराजेवो",O O O O O O B-PER I-PER O B-GRP I-GRP I-GRP
कैरोल के पास एक डेयरी फार्म था और वह न्यूजीलैंड लेबर पार्टी का सक्रिय सदस्य था।,O O O O O O O O O B-GRP I-GRP I-GRP O O O O
"उदाहरण के लिए, इसे पास्ता सॉस में जोड़ा जा सकता है।",O O O O B-PROD O O O O O O
"आज, यह स्लोवाक एकेडमी ऑफ साइंसेज द्वारा शासित है।",O O B-GRP I-GRP I-GRP I-GRP O O O
"चाय राष्ट्रीय पेय है, जिसे मेहमानों के स्वागत के लिए पेश किया जाता है।",B-PROD O O O O O O O O O O O O O
"""उच्च अपराध"" के आरोप में ओशचेपकोव को एक गुलाग दंड श्रम शिविर में १० साल की सजा सुनाई गई थी।",O O O O O O O O B-GRP O O O O O O O O O O O
"सादे पराठों के लिए टुकड़े टुकड़े में आटा प्राप्त करने के लिए, कई अलग-अलग पारंपरिक तकनीकें मौजूद हैं।",O O O O B-PROD I-PROD I-PROD I-PROD O O O O O O O O O O
आकार बहुत वायुगतिकीय था और बाद के फिएट मल्टीप्ला की तरह इसमें भी विंडस्क्रीन द्वारा हेडलाइट्स लगाई गई थीं।,O O O O O O O B-PROD I-PROD O O O O O O O O O O
वह गोडॉय क्रूज़ एंटोनियो टोम्बा के प्रबंधक हैं।,O B-GRP I-GRP I-GRP I-GRP O O O
"सच्चिस्चे वेल्ट्रोनिको के अनुसार, इसमें ४०,००० पुरुष थे; वास्तव में यह शायद ८,००० के करीब था।",B-CW I-CW O O O O O O O O O O O O O O
"युद्धविराम आमतौर पर व्यापक युद्धविराम की तुलना में अधिक सीमित होता है, जो लड़ाई को समाप्त करने के लिए एक औपचारिक समझौता है।",O O O O B-CW O O O O O O O O O O O O O O O O O O
"गाना उनके दूसरे स्टूडियो एल्बम तो गलत, सही है का है।",O O O O O B-CW I-CW I-CW I-CW O O
जॉन ब्राउनिंग ने इस सरल विधि को विकसित किया जिससे बोल्ट की गति की धुरी बोर के अनुरूप नहीं थी।,B-PER I-PER O O O O O O O O O O O O O O O O O O
जनवरी १९९० - १९९५ अल्फा रोमियो 33 (दूसरी पीढ़ी),O O O O B-PROD I-PROD I-PROD O O
इसकी सीट बार-सुर-ऑबे में है।,O O B-LOC O O
अंधेरे में गुम हो जाना ( अवीचि ) (एंड्रियास मो से बिना श्रेय के वोकल्स),B-CW I-CW I-CW I-CW I-CW O B-PER O O O O O O O O
सर्वश्रेष्ठ निर्देशक: पेड्रो अल्मोडोवर (उससे बात करें),O O B-PER I-PER O O O
